:120;80
0;1f;0;0.25;0;12;0
0;2f;0.25;0.25;0;12;0
0;1f;0.5;0.25;0;12;0
0;2f;0.75;0.25;0;12;0
0;2f;1.0;0.25;0;12;0
0;7f;1.25;0.25;0;12;0
0;8f;1.5;0.25;0;12;0
0;9f;1.75;0.25;0;12;0
0;10f;2.0;0.25;0;12;0
0;11f;2.25;0.25;0;12;0
0;12f;2.5;0.25;0;12;0
0;13f;2.75;0.25;0;12;0
0;14f;3.0;0.25;0;12;0
0;15f;3.25;0.25;0;12;0
0;16f;3.5;0.25;0;12;0
0;1f;3.75;0.25;0;12;0
-1;16f;4.0;0.25;0;12;0
-1;15f;4.25;0.25;0;12;0
-1;14f;4.5;0.25;0;12;0
-1;13f;4.75;0.25;0;12;0
-1;12f;5.0;0.25;0;12;0
-1;11f;5.25;0.25;0;12;0
-1;10f;5.5;0.25;0;12;0
-1;9f;5.75;0.25;0;12;0
-1;8f;6.0;0.25;0;12;0
-1;7f;6.25;0.25;0;12;0
-1;6f;6.5;0.25;0;12;0
-1;5f;6.75;0.25;0;12;0
-1;4f;7.0;0.25;0;12;0
-1;3f;7.25;0.25;0;12;0
-1;2f;7.5;0.25;0;12;0
-1;1f;7.75;0.25;0;12;0
1;1f;8.0;0.25;0;12;0
1;2f;8.25;0.25;0;12;0
1;1f;8.5;0.25;0;12;0
1;2f;8.75;0.25;0;12;0
1;2f;9.0;0.25;0;12;0
1;7f;9.25;0.25;0;12;0
1;8f;9.5;0.25;0;12;0
1;9f;9.75;0.25;0;12;0
1;10f;10.0;0.25;0;12;0
1;11f;10.25;0.25;0;12;0
1;12f;10.5;0.25;0;12;0
1;13f;10.75;0.25;0;12;0
1;14f;11.0;0.25;0;12;0
1;15f;11.25;0.25;0;12;0
1;16f;11.5;0.25;0;12;0
1;1f;11.75;0.25;0;12;0
0.0.0.1;16f;12.0;0.25;0;12;0
0.0.0.1;15f;12.25;0.25;0;12;0
0.0.0.1;14f;12.5;0.25;0;12;0
0.0.0.1;13f;12.75;0.25;0;12;0
0.0.0.1;12f;13.0;0.25;0;12;0
0.0.0.1;11f;13.25;0.25;0;12;0
0.0.0.1;10f;13.5;0.25;0;12;0
0.0.0.1;9f;13.75;0.25;0;12;0
0.0.0.1;8f;14.0;0.25;0;12;0
0.0.0.1;7f;14.25;0.25;0;12;0
0.0.0.1;6f;14.5;0.25;0;12;0
0.0.0.1;5f;14.75;0.25;0;12;0
0.0.0.1;4f;15.0;0.25;0;12;0
0.0.0.1;3f;15.25;0.25;0;12;0
0.0.0.1;2f;15.5;0.25;0;12;0
0.0.0.1;1f;15.75;0.25;0;12;0
