:140;60
0;0;0;0.125;0;12;0
0;10c;0.125;0.125;0;12;0
0;20c;0.25;0.125;0;12;0
0;30c;0.375;0.125;0;12;0
0;40c;0.5;0.125;0;12;0
0;50c;0.625;0.125;0;12;0
0;60c;0.75;0.125;0;12;0
0;70c;0.875;0.125;0;12;0
0;80c;1.0;0.125;0;12;0
0;90c;1.125;0.125;0;12;0
0;100c;1.25;0.125;0;12;0
0;110c;1.375;0.125;0;12;0
0;120c;1.5;0.125;0;12;0
0;130c;1.625;0.125;0;12;0
0;140c;1.75;0.125;0;12;0
0;150c;1.875;0.125;0;12;0
0;160c;2.0;0.125;0;12;0
170c;0;2.125;0.125;0;12;0
170c;10c;2.25;0.125;0;12;0
170c;20c;2.375;0.125;0;12;0
170c;30c;2.5;0.125;0;12;0
170c;40c;2.625;0.125;0;12;0
170c;50c;2.75;0.125;0;12;0
170c;60c;2.875;0.125;0;12;0
170c;70c;3.0;0.125;0;12;0
170c;80c;3.125;0.125;0;12;0
170c;90c;3.25;0.125;0;12;0
170c;100c;3.375;0.125;0;12;0
170c;110c;3.5;0.125;0;12;0
170c;120c;3.625;0.125;0;12;0
170c;130c;3.75;0.125;0;12;0
170c;140c;3.875;0.125;0;12;0
170c;150c;4.0;0.125;0;12;0
170c;160c;4.125;0.125;0;12;0
0;1f=@.;4.25;0.25;0;12;0
0;2f;4.5;0.25;1;12;0
0;3f;4.75;0.25;1;12;0
0;4f;5.0;0.25;1;12;0
0;5f;5.25;0.25;1;12;0
0;6f;5.5;0.25;1;12;0
0;7f;5.75;0.25;1;12;0
0;8f;6.0;0.25;1;12;0
0;9f;6.25;0.25;1;12;0
0;10f;6.5;0.25;1;12;0
0;11f;6.75;0.25;1;12;0
0;12f;7.0;0.25;1;12;0
0;13f;7.25;0.25;1;12;0
0;14f;7.5;0.25;1;12;0
0;15f;7.75;0.25;1;12;0
0;16f;8.0;0.25;1;12;0
0;_:@.;4.25;3.0;2;12;0
0;1f:#;7.25;1;2;12;0
-1;16f;8.25;0.25;2;12;0
-1;15f;8.5;0.25;2;12;0
-1;14f;8.75;0.25;2;12;0
-1;13f;9.0;0.25;2;12;0
-1;12f;9.25;0.25;2;12;0
-1;11f;9.5;0.25;2;12;0
-1;10f;9.75;0.25;2;12;0
-1;9f;10.0;0.25;2;12;0
-1;8f;10.25;0.25;2;12;0
-1;7f;10.5;0.25;2;12;0
-1;6f;10.75;0.25;2;12;0
-1;5f;11.0;0.25;2;12;0
-1;4f;11.25;0.25;2;12;0
-1;3f;11.5;0.25;2;12;0
-1;2f;11.75;0.25;2;12;0
-1;1f;12.0;0.25;2;12;0
1;1f=@.;12.25;0.25;2;12;0
1;2f;12.5;0.25;3;12;0
1;3f;12.75;0.25;3;12;0
1;4f;13.0;0.25;3;12;0
1;5f;13.25;0.25;3;12;0
1;6f;13.5;0.25;3;12;0
1;7f;13.75;0.25;3;12;0
1;8f;14.0;0.25;3;12;0
1;9f;14.25;0.25;3;12;0
1;10f;14.5;0.25;3;12;0
1;11f;14.75;0.25;3;12;0
1;12f;15.0;0.25;3;12;0
1;13f;15.25;0.25;3;12;0
1;14f;15.5;0.25;3;12;0
1;15f;15.75;0.25;3;12;0
1;16f;16.0;0.25;3;12;0
1;_:@.;12.25;3.0;4;12;0
1;1f:#;15.25;1;4;12;0
0.0.0.1;16f;16.25;0.25;4;12;0
0.0.0.1;15f;16.5;0.25;4;12;0
0.0.0.1;14f;16.75;0.25;4;12;0
0.0.0.1;13f;17.0;0.25;4;12;0
0.0.0.1;12f;17.25;0.25;4;12;0
0.0.0.1;11f;17.5;0.25;4;12;0
0.0.0.1;10f;17.75;0.25;4;12;0
0.0.0.1;9f;18.0;0.25;4;12;0
0.0.0.1;8f;18.25;0.25;4;12;0
0.0.0.1;7f;18.5;0.25;4;12;0
0.0.0.1;6f;18.75;0.25;4;12;0
0.0.0.1;5f;19.0;0.25;4;12;0
0.0.0.1;4f;19.25;0.25;4;12;0
0.0.0.1;3f;19.5;0.25;4;12;0
0.0.0.1;2f;19.75;0.25;4;12;0
0.0.0.1;1f;20.0;0.25;4;12;0
