:90;60
0;0e;0;0.4;0;5;0
0;1e;0.4;0.4;0;5;0
0;2e;0.8;0.4;0;5;0
0;3e;1.2000000000000002;0.4;0;5;0
0;4e;1.6;0.4;0;5;0
0;0-;0;0.6666666666666666;1;5;0
0;0-;0.6666666666666666;0.6666666666666666;1;5;0
0;0-;1.3333333333333333;0.6666666666666666;1;5;0
0;5e;2.0;0.4;1;5;0
0;4e;2.4;0.4;1;5;0
0;3e;2.8;0.4;1;5;0
0;2e;3.1999999999999997;0.4;1;5;0
0;1e;3.5999999999999996;0.4;1;5;0
0;1e-;2.0;0.6666666666666666;2;5;0
0;1e-;2.6666666666666665;0.6666666666666666;2;5;0
0;1e-;3.333333333333333;0.6666666666666666;2;5;0
0;0e;3.9999999999999996;0.4;2;5;0
0;1e;4.3999999999999995;0.4;2;5;0
0;2e;4.8;0.4;2;5;0
0;3e;5.2;0.4;2;5;0
0;4e;5.6000000000000005;0.4;2;5;0
0;0-;3.9999999999999996;0.6666666666666666;3;5;0
0;0-;4.666666666666666;0.6666666666666666;3;5;0
0;0-;5.333333333333333;0.6666666666666666;3;5;0
0;5e;6.0;0.4;3;5;0
0;4e;6.4;0.4;3;5;0
0;3e;6.800000000000001;0.4;3;5;0
0;2e;7.200000000000001;0.4;3;5;0
0;1e;7.600000000000001;0.4;3;5;0
0;1e-;6.0;0.6666666666666666;4;5;0
0;1e-;6.666666666666667;0.6666666666666666;4;5;0
0;1e-;7.333333333333334;0.6666666666666666;4;5;0
-1e;5e;8.0;0.4;4;5;0
-1e;4e;8.4;0.4;4;5;0
-1e;3e;8.8;0.4;4;5;0
-1e;2e;9.200000000000001;0.4;4;5;0
-1e;1e;9.600000000000001;0.4;4;5;0
-1e;1e-;8.0;0.6666666666666666;5;5;0
-1e;1e-;8.666666666666666;0.6666666666666666;5;5;0
-1e;1e-;9.333333333333332;0.6666666666666666;5;5;0
-2e;5e;9.999999999999998;0.4;5;5;0
-2e;4e;10.399999999999999;0.4;5;5;0
-2e;3e;10.799999999999999;0.4;5;5;0
-2e;2e;11.2;0.4;5;5;0
-2e;1e;11.6;0.4;5;5;0
-2e;1e-;9.999999999999998;0.6666666666666666;6;5;0
-2e;1e-;10.666666666666664;0.6666666666666666;6;5;0
-2e;1e-;11.33333333333333;0.6666666666666666;6;5;0
-3e;5e;11.999999999999996;0.4;6;5;0
-3e;4e;12.399999999999997;0.4;6;5;0
-3e;3e;12.799999999999997;0.4;6;5;0
-3e;2e;13.199999999999998;0.4;6;5;0
-3e;1e;13.599999999999998;0.4;6;5;0
-3e;1e-;11.999999999999996;0.6666666666666666;7;5;0
-3e;1e-;12.666666666666663;0.6666666666666666;7;5;0
-3e;1e-;13.333333333333329;0.6666666666666666;7;5;0
-4e;5e;13.999999999999995;0.4;7;5;0
-4e;4e;14.399999999999995;0.4;7;5;0
-4e;3e;14.799999999999995;0.4;7;5;0
-4e;2e;15.199999999999996;0.4;7;5;0
-4e;1e;15.599999999999996;0.4;7;5;0
-4e;1e-;13.999999999999995;0.6666666666666666;8;5;0
-4e;1e-;14.66666666666666;0.6666666666666666;8;5;0
-4e;1e-;15.333333333333327;0.6666666666666666;8;5;0
